Date,Self-Unidentified,State,Township,Crop,Inquiry Type,Inquiry Topic,Source,Product Segment,First Handler Status,Assigned Team,# of Inquirer,# of Inquiry
6/13/2022,Male,Mandalay,Wundwin,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/13/2022,Male,Sagaing,Budalin,,Purchase Info,Where to Buy,Inquiry Call,Bio-Products,Solved,Contact Center Team,1,1
6/13/2022,Male,Shan (North),Kutkai,Corn,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/13/2022,Male,Shan (South),Kalaw,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/13/2022,Male,Shan (South),Taunggyi,Corn,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/13/2022,Male,Shan (South),Taunggyi,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/13/2022,Male,Yangon,Htantabin,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/13/2022,Male,Yangon,Mingalartaungnyunt,Betel,Purchase Info,Where to Buy,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
6/14/2022,Female,Bago (East),Yedashe,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/14/2022,Female,Bago (West),Minhla,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/14/2022,Female,Bago (West),Thegon,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Female,Kachin,Myitkyina,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Female,Magway,Magway,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Female,Magway,Natmauk,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
5/27/2022,Male,,,Green gram,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/14/2022,Female,Mandalay,Kyaukse,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/14/2022,Female,Mandalay,Pyinoolwin,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Female,Mandalay,Wundwin,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Male,Ayeyarwady,Kyonpyaw,Black gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/14/2022,Male,Ayeyarwady,Labutta,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Male,Bago (West),Gyobingauk,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Male,Bago (West),Letpadan,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Male,Bago (West),Pyay,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/14/2022,Male,Magway,,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Male,Magway,Aunglan,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Male,Magway,Minbu,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Male,Magway,Minbu,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Male,Magway,Minbu,Tomato,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/14/2022,Male,Magway,Minbu,Tomato,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/14/2022,Male,Magway,Myothit,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/14/2022,Male,Magway,Pwintbyu,Green gram,Crop Protection,P&D diagnosis request,Inquiry Call,Diagnosis Services,Solved,Contact Center Team,1,1
6/14/2022,Male,Magway,Pwintbyu,Bean,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Male,Magway,Pwintbyu,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Male,Mandalay,Kyaukpadaung,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Male,Mandalay,Mahlaing,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Male,Mandalay,Meiktila,Tomato,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/14/2022,Male,Mandalay,Nyaung-U,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Male,Mandalay,Thazi,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/14/2022,Male,Nay Pyi Taw,Tatkon,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/14/2022,Male,Sagaing,Chaung-U,,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/14/2022,Male,Shan (North),Muse,Corn,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/14/2022,Male,Shan (South),Nyaungshwe,Corn,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/14/2022,Male,Shan (South),Pinlaung,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/16/2022,Female,Ayeyarwady,,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/16/2022,Female,Magway,,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/16/2022,Female,Mandalay,Nyaung-U,,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
6/16/2022,Female,Mandalay,Nyaung-U,Chrysanthemum,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Solved,Contact Center Team,1,1
6/16/2022,Female,Yangon,Kamaryut,,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
6/16/2022,Male,Bago (East),,Chili,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/16/2022,Male,Magway,Magway,Groundnut,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Solved,Contact Center Team,1,1
6/16/2022,Male,Magway,Minbu,Tomato,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/16/2022,Male,Magway,Pauk,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/16/2022,Male,Magway,Salin,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/16/2022,Male,Mandalay,Natogyi,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/16/2022,Male,Nay Pyi Taw,Poke Ba Thi Ri,,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Internal,Contact Center Team,1,1
6/17/2022,Male,Ayeyarwady,Nyaungdon,Chili,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Internal,Contact Center Team,1,1
6/17/2022,Male,Bago (West),Pyay,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/17/2022,Male,Magway,Magway,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/17/2022,Male,Magway,Minbu,,Product Info,Benefits,Inquiry Call,Micro-irrigation,Internal,Contact Center Team,1,1
6/17/2022,Male,Magway,Minbu,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/17/2022,Male,Mandalay,Meiktila,,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
5/30/2022,Male,Mandalay,Natogyi,,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Solved,Contact Center Team,1,1
6/17/2022,Male,Nay Pyi Taw,Poke Ba Thi Ri,,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Internal,Contact Center Team,1,1
6/17/2022,Male,Yangon,Dagon,,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Solved,Contact Center Team,1,1
6/17/2022,Male,Yangon,Kayan,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/17/2022,Male,Yangon,Kungyangon,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/20/2022,Female,Ayeyarwady,Myanaung,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Female,Bago (West),Letpadan,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Female,Magway,Gangaw,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/20/2022,Female,Magway,Magway,Sesame,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
6/20/2022,Female,Mandalay,Meiktila,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/20/2022,Female,Shan (South),Kalaw,Corn,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Male,Bago (East),Kawa,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Male,Bago (West),Letpadan,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Male,Bago (West),Monyo,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Male,Magway,Chauk,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Male,Magway,Magway,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Male,Magway,Magway,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/20/2022,Male,Magway,Minbu,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Male,Magway,Natmauk,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Male,Mandalay,Kyaukpadaung,Onion,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,2,2
6/20/2022,Male,Mandalay,Kyaukpadaung,Onion,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Solved,Contact Center Team,1,1
6/20/2022,Male,Mandalay,Myingyan,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Male,Mandalay,Pyawbwe,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/20/2022,Male,Mandalay,Wundwin,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/20/2022,Male,Sagaing,Homalin,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Male,Shan (North),Muse,Corn,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Male,Shan (South),,Corn,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Male,Shan (South),Pinlaung,Corn,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/20/2022,Male,Shan (South),Ywangan,Eggplant,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
5/30/2022,Male,Mandalay,Yamethin,Bean,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/21/2022,Female,Ayeyarwady,Mawlamyinegyun,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Female,Bago (East),Daik-U,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/21/2022,Female,Bago (East),Kawa,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Female,Bago (East),Kyauktaga,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Female,Bago (East),Oktwin,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Female,Bago (West),Paungde,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/21/2022,Female,Bago (West),Thegon,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/21/2022,Female,Magway,Aunglan,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/21/2022,Female,Magway,Magway,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Female,Magway,Thayet,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Female,Mandalay,Kyaukpadaung,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/21/2022,Female,Nay Pyi Taw,Lewe,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Female,Nay Pyi Taw,Tatkon,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Female,Sagaing,Shwebo,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Female,Shan (South),Nyaungshwe,Vegetables other,Crop Protection,P&D diagnosis request,Inquiry Call,Diagnosis Services,Solved,Contact Center Team,1,1
6/21/2022,Female,Shan (South),Pindaya,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
5/30/2022,Male,Shan (North),Hopang,Chili,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Solved,Contact Center Team,1,1
6/21/2022,Male,Ayeyarwady,Hinthada,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Ayeyarwady,Labutta,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Ayeyarwady,Mawlamyinegyun,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
5/30/2022,Male,Shan (South),Hsihseng,Corn,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Solved,Contact Center Team,1,1
6/21/2022,Male,Ayeyarwady,Pantanaw,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Ayeyarwady,Pathein,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Ayeyarwady,Pyapon,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
6/21/2022,Male,Ayeyarwady,Pyapon,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/21/2022,Male,Ayeyarwady,Thabaung,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Ayeyarwady,Wakema,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Bago (East),Bago,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Bago (East),Daik-U,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Bago (East),Paungde,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/21/2022,Male,Bago (West),Gyobingauk,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Bago (West),Minhla,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Bago (West),Minhla,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Bago (West),Paukkhaung,Yard,Crop Protection,P&D diagnosis request,Inquiry Call,Diagnosis Services,Solved,Contact Center Team,1,1
6/21/2022,Male,Bago (West),Paungde,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
5/30/2022,Male,Shan (South),Ywangan,Groundnut,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/1/2022,Male,,,Corn,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/21/2022,Male,Kachin,Momauk,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Kayah,Loikaw,Corn,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Kayin,,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Magway,Aunglan,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/1/2022,Male,Magway,Salin,Bean,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Solved,Contact Center Team,1,1
6/21/2022,Male,Magway,Myothit,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Magway,Pwintbyu,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Magway,Pwintbyu,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
6/21/2022,Male,Magway,Pwintbyu,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Magway,Salin,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Magway,Yenangyaung,,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,2,2
6/21/2022,Male,Mandalay,Madaya,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/1/2022,Male,Mandalay,Mahlaing,Tomato,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/21/2022,Male,Mandalay,Myittha,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Mandalay,Pyawbwe,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Mandalay,Sintgaing,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/21/2022,Male,Mandalay,Yamethin,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Mon,Paung,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Nay Pyi Taw,Poke Ba Thi Ri,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/21/2022,Male,Nay Pyi Taw,Pyinmana,Fruit plant,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/21/2022,Male,Nay Pyi Taw,Tatkon,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Uncontactable,No action required,1,1
6/21/2022,Male,Sagaing,Monywa,Betel,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/21/2022,Male,Sagaing,Shwebo,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Sagaing,Shwebo,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Shan (South),Nyaungshwe,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Shan (South),Nyaungshwe,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Shan (South),Pekon,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Tanintharyi,Dawei,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/21/2022,Male,Yangon,Kayan,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Yangon,Taikkyi,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/21/2022,Male,Yangon,Thongwa,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Female,Ayeyarwady,Kyangin,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Female,Ayeyarwady,Myanaung,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Female,Ayeyarwady,Yegyi,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Female,Bago (East),Taungoo,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Female,Bago (West),,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/22/2022,Female,Bago (West),Paungde,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/22/2022,Female,Magway,,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Female,Magway,Myaing,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Female,Magway,Salin,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Female,Mandalay,Kyaukpadaung,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Female,Mandalay,Madaya,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Female,Mandalay,Mahlaing,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/22/2022,Female,Mandalay,Pyawbwe,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Female,Mandalay,Thabeikkyin,Chili,Farming Practices,Other,Inquiry Call,Extension Service,Uncontactable,No action required,1,1
6/22/2022,Female,Nay Pyi Taw,Tatkon,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Female,Rakhine,Ann,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Female,Sagaing,Kanbalu,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Female,Shan (East),Kyaikto,,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/22/2022,Female,Shan (North),Pinlaung,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/1/2022,Male,Nay Pyi Taw,Lewe,Corn,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/2/2022,Male,Ayeyarwady,Labutta,,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/22/2022,Male,,,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/22/2022,Male,,,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/22/2022,Male,Ayeyarwady,,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/22/2022,Male,Ayeyarwady,Kyonpyaw,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Ayeyarwady,Nyaungdon,,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
6/22/2022,Male,Bago (East),Kawa,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/22/2022,Male,Bago (East),Taungoo,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Bago (East),Waw,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Bago (West),,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Uncontactable,No action required,1,1
6/22/2022,Male,Bago (West),Minhla,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
